dept_no,dept_name,emp_no,title,first_name,last_name,from_date,to_date
d001,Marketing,288904,Senior Staff,Supot,Goldhammer,1990-07-28,9999-01-01
d001,Marketing,283070,Senior Staff,Mark,Radivojevic,1990-07-28,9999-01-01
d001,Marketing,41211,Senior Staff,Masami,Hofman,1990-07-28,9999-01-01
d001,Marketing,205232,Senior Staff,Xiaoqiang,Ladret,1990-07-28,9999-01-01
d001,Marketing,77712,Senior Staff,Hercules,Casley,1990-07-29,9999-01-01
d001,Marketing,226363,Senior Staff,Isamu,Sessa,1990-07-29,9999-01-01
d001,Marketing,247868,Senior Staff,Bader,Brodie,1990-07-30,9999-01-01
d001,Marketing,72800,Senior Staff,Bokyung,Bennis,1990-07-31,9999-01-01
d001,Marketing,442253,Senior Staff,Moty,Gischer,1990-08-01,9999-01-01
d001,Marketing,480902,Senior Staff,Brewster,Wilfing,1990-08-01,9999-01-01
d001,Marketing,75325,Senior Staff,Sanjiv,Bamford,1990-08-01,9999-01-01
d001,Marketing,39157,Senior Staff,Qingxiang,Lamparter,1990-08-01,9999-01-01
d001,Marketing,226587,Senior Staff,Serap,Mitina,1990-08-01,9999-01-01
d001,Marketing,473797,Senior Staff,Mansur,Kalorkoti,1990-08-03,9999-01-01
d001,Marketing,484978,Senior Staff,Shuky,Speckmann,1990-08-03,9999-01-01
d001,Marketing,454240,Senior Staff,Erez,Cappello,1990-08-04,9999-01-01
d001,Marketing,208397,Senior Staff,Sajjan,Eterovic,1990-08-04,9999-01-01
d001,Marketing,459289,Senior Staff,Kwok,Stavenow,1990-08-04,9999-01-01
d001,Marketing,22562,Senior Staff,Dharmaraja,Atchley,1990-08-04,9999-01-01
d001,Marketing,439809,Senior Staff,Taiji,Dahlbom,1990-08-04,9999-01-01
d001,Marketing,230284,Senior Staff,Parviz,Hebden,1990-08-05,9999-01-01
d001,Marketing,13963,Senior Staff,Aimee,Brookner,1990-08-05,9999-01-01
d001,Marketing,261289,Senior Staff,Gregory,Bojadziev,1990-08-06,9999-01-01
d001,Marketing,494457,Senior Staff,Ashish,Angelopoulos,1990-08-06,9999-01-01
d001,Marketing,476061,Senior Staff,Wojceich,Pokrovskii,1990-08-07,9999-01-01
d001,Marketing,200125,Senior Staff,Sreekrishna,Erde,1990-08-07,9999-01-01
d001,Marketing,37904,Senior Staff,Arch,Shanbhogue,1990-08-07,9999-01-01
d001,Marketing,479875,Senior Staff,Oscal,Lodder,1990-08-08,9999-01-01
d001,Marketing,251758,Senior Staff,Abdulah,Chimia,1990-08-08,9999-01-01
d001,Marketing,209984,Senior Staff,Girolamo,Chiodo,1990-08-08,9999-01-01
d001,Marketing,27769,Senior Staff,Takahira,Mersereau,1990-08-09,9999-01-01
d001,Marketing,432455,Senior Staff,Remzi,Demir,1990-08-09,9999-01-01
d001,Marketing,424838,Senior Staff,Kamakshi,Huxford,1990-08-09,9999-01-01
d001,Marketing,278010,Senior Staff,Soenke,Falster,1990-08-10,9999-01-01
d001,Marketing,470991,Senior Staff,Kristian,Jahnichen,1990-08-10,9999-01-01
d001,Marketing,249262,Senior Staff,Kazuhito,Molberg,1990-08-10,9999-01-01
d001,Marketing,419616,Senior Staff,Tse,Matheson,1990-08-11,9999-01-01
d001,Marketing,454816,Senior Staff,Mari,Pavlopoulou,1990-08-12,9999-01-01
d001,Marketing,226059,Senior Staff,Ekawit,Ratnaker,1990-08-13,9999-01-01
d001,Marketing,458555,Senior Staff,Padma,Irland,1990-08-13,9999-01-01
d001,Marketing,265980,Senior Staff,Xiaoheng,Linares,1990-08-13,9999-01-01
d001,Marketing,483835,Senior Staff,Yishay,Cools,1990-08-13,9999-01-01
d001,Marketing,97906,Senior Staff,Ranga,Aumann,1990-08-14,9999-01-01
d001,Marketing,90281,Senior Staff,Marlo,Haraldson,1990-08-14,9999-01-01
d001,Marketing,432971,Senior Staff,Makato,Karner,1990-08-14,9999-01-01
d001,Marketing,57993,Senior Staff,Abdelaziz,Pehl,1990-08-15,9999-01-01
d001,Marketing,236977,Senior Staff,Masako,Danlos,1990-08-15,9999-01-01
d001,Marketing,441307,Senior Staff,Tooru,Pettis,1990-08-15,9999-01-01
d001,Marketing,101549,Senior Staff,Takahiro,Gruenwald,1990-08-15,9999-01-01
d001,Marketing,66134,Senior Staff,Tayeb,Vesel,1990-08-15,9999-01-01
d001,Marketing,282937,Senior Staff,Chinho,Llado,1990-08-15,9999-01-01
d001,Marketing,75202,Senior Staff,Mabhin,Jayawardene,1990-08-16,9999-01-01
d001,Marketing,26075,Senior Staff,Shooichi,Brender,1990-08-16,9999-01-01
d001,Marketing,449420,Senior Staff,Shiv,Plotkin,1990-08-16,9999-01-01
d001,Marketing,421777,Senior Staff,Luise,Adachi,1990-08-16,9999-01-01
d001,Marketing,96133,Senior Staff,Nalini,Breugel,1990-08-16,9999-01-01
d001,Marketing,281816,Senior Staff,Mamdouh,Haumacher,1990-08-16,9999-01-01
d001,Marketing,59775,Senior Staff,Shaz,Serov,1990-08-17,9999-01-01
d001,Marketing,269330,Senior Staff,Mooi,Lichtner,1990-08-18,9999-01-01
d001,Marketing,207872,Senior Staff,Fumiyo,Bondorf,1990-08-18,9999-01-01
d001,Marketing,243412,Senior Staff,Mang,Beutelspacher,1990-08-19,9999-01-01
d001,Marketing,44901,Senior Staff,Lein,Zumaque,1990-08-19,9999-01-01
d001,Marketing,99375,Senior Staff,Uta,Swist,1990-08-19,9999-01-01
d001,Marketing,272565,Senior Staff,Basant,Decaestecker,1990-08-20,9999-01-01
d001,Marketing,220473,Senior Staff,Ugo,Pesch,1990-08-20,9999-01-01
d001,Marketing,489409,Senior Staff,Monique,Sidou,1990-08-20,9999-01-01
d001,Marketing,71662,Senior Staff,Jianwen,Angot,1990-08-20,9999-01-01
d001,Marketing,95827,Senior Staff,Mahmut,Ponthieu,1990-08-20,9999-01-01
d001,Marketing,482132,Senior Staff,Arvin,Zaiane,1990-08-21,9999-01-01
d001,Marketing,67347,Senior Staff,Pradeep,Feldhoffer,1990-08-21,9999-01-01
d001,Marketing,79379,Senior Staff,Lech,Aloia,1990-08-21,9999-01-01
d001,Marketing,47986,Senior Staff,Koichi,Murrill,1990-08-21,9999-01-01
d001,Marketing,65969,Senior Staff,Jaques,Angel,1990-08-22,9999-01-01
d001,Marketing,264606,Senior Staff,Gritta,Herbst,1990-08-23,9999-01-01
d001,Marketing,432141,Senior Staff,Marsha,Hebert,1990-08-23,9999-01-01
d001,Marketing,92985,Senior Staff,Gina,Schach,1990-08-23,9999-01-01
d001,Marketing,268229,Senior Staff,Poornachandra,Puppe,1990-08-24,9999-01-01
d001,Marketing,37333,Senior Staff,Hirochika,Maksimenko,1990-08-24,9999-01-01
d001,Marketing,228854,Senior Staff,Arvind,Rossi,1990-08-24,9999-01-01
d001,Marketing,63552,Senior Staff,Mohan,Greibach,1990-08-25,9999-01-01
d001,Marketing,248243,Senior Staff,Maja,Perl,1990-08-25,9999-01-01
d001,Marketing,232948,Senior Staff,Monique,Uchoa,1990-08-27,9999-01-01
d001,Marketing,423095,Senior Staff,Mantis,Erni,1990-08-27,9999-01-01
d001,Marketing,416657,Senior Staff,Renny,Butterworth,1990-08-27,9999-01-01
d001,Marketing,282911,Senior Staff,Utz,Danecki,1990-08-27,9999-01-01
d001,Marketing,412095,Senior Staff,Kellyn,Benveniste,1990-08-28,9999-01-01
d001,Marketing,104887,Senior Staff,Sachem,Backhouse,1990-08-28,9999-01-01
d001,Marketing,219752,Senior Staff,Gererd,Michaeli,1990-08-28,9999-01-01
d001,Marketing,215439,Senior Staff,Limsoon,Shrader,1990-08-28,9999-01-01
d001,Marketing,298291,Senior Staff,Ebbe,Lampe,1990-08-28,9999-01-01
d001,Marketing,475287,Senior Staff,Jacopo,Tagansky,1990-08-28,9999-01-01
d001,Marketing,210680,Senior Staff,Chenxi,Mukaidono,1990-08-29,9999-01-01
d001,Marketing,274239,Senior Staff,Juyoung,Borovoy,1990-08-29,9999-01-01
d001,Marketing,444523,Senior Staff,Chirstian,Collette,1990-08-30,9999-01-01
d001,Marketing,499467,Senior Staff,Yoshinari,Hanabata,1990-08-30,9999-01-01
d001,Marketing,19895,Senior Staff,Zengping,Perin,1990-08-30,9999-01-01
d001,Marketing,415881,Senior Staff,Jongsuk,Brodie,1990-08-30,9999-01-01
d001,Marketing,236005,Senior Staff,Saeko,Cooman,1990-08-31,9999-01-01
d001,Marketing,465512,Senior Staff,Mariusz,Mandelberg,1990-08-31,9999-01-01
d001,Marketing,288868,Senior Staff,Tamiya,Hiraishi,1990-08-31,9999-01-01
d001,Marketing,259386,Senior Staff,Karsten,Perin,1990-08-31,9999-01-01
d001,Marketing,478462,Senior Staff,Basil,Hebden,1990-09-01,9999-01-01
d001,Marketing,430039,Senior Staff,Shuho,Cooke,1990-09-01,9999-01-01
d001,Marketing,13075,Senior Staff,Rosella,Morrin,1990-09-02,9999-01-01
d001,Marketing,254257,Senior Staff,Xiaobin,Lampe,1990-09-02,9999-01-01
d001,Marketing,100618,Senior Staff,Karlis,Itschner,1990-09-02,9999-01-01
d001,Marketing,429317,Senior Staff,Jeong,Pocchiola,1990-09-02,9999-01-01
d001,Marketing,217659,Senior Staff,Larisa,Iivonen,1990-09-02,9999-01-01
d001,Marketing,254271,Senior Staff,Djenana,Pusterhofer,1990-09-03,9999-01-01
d001,Marketing,225436,Senior Staff,Shichao,Ozeki,1990-09-03,9999-01-01
d001,Marketing,70469,Senior Staff,Tru,Miyakawa,1990-09-03,9999-01-01
d001,Marketing,39073,Senior Staff,Abdulah,Hiltgen,1990-09-03,9999-01-01
d001,Marketing,65298,Senior Staff,Kirk,Czaja,1990-09-03,9999-01-01
d001,Marketing,237383,Senior Staff,Arra,Erez,1990-09-04,9999-01-01
d001,Marketing,488866,Senior Staff,Tetsushi,DuBourdieux,1990-09-05,9999-01-01
d001,Marketing,218694,Senior Staff,Giri,Honglei,1990-09-05,9999-01-01
d001,Marketing,97532,Senior Staff,Arnd,Cools,1990-09-06,9999-01-01
d001,Marketing,478114,Senior Staff,Paloma,Dratva,1990-09-06,9999-01-01
d001,Marketing,70954,Senior Staff,Shen,Rassart,1990-09-07,9999-01-01
d001,Marketing,429801,Senior Staff,Nahla,Angot,1990-09-07,9999-01-01
d001,Marketing,49724,Senior Staff,Poorav,Bazzichi,1990-09-07,9999-01-01
d001,Marketing,109943,Senior Staff,Froduald,Baer,1990-09-07,9999-01-01
d001,Marketing,287983,Senior Staff,Randi,Munos,1990-09-07,9999-01-01
d001,Marketing,418130,Senior Staff,Toshimitsu,Verhoeff,1990-09-07,9999-01-01
d001,Marketing,294724,Senior Staff,Larisa,Erman,1990-09-07,9999-01-01
d001,Marketing,11667,Senior Staff,Kristian,Marchegay,1990-09-08,9999-01-01
d001,Marketing,429959,Senior Staff,Sudhanshu,Ecklund,1990-09-09,9999-01-01
d001,Marketing,244060,Senior Staff,Dietrich,Bazelow,1990-09-09,9999-01-01
d001,Marketing,458123,Senior Staff,Youpyo,Couchot,1990-09-10,9999-01-01
d001,Marketing,23444,Senior Staff,Yinghua,Sambasivam,1990-09-10,9999-01-01
d001,Marketing,284704,Senior Staff,Hauke,Gill,1990-09-11,9999-01-01
d001,Marketing,462314,Senior Staff,Alassane,Petereit,1990-09-11,9999-01-01
d001,Marketing,483771,Senior Staff,Henk,Badr,1990-09-11,9999-01-01
d001,Marketing,66821,Senior Staff,Aiman,Shrader,1990-09-12,9999-01-01
d001,Marketing,476577,Senior Staff,Ugo,Chinal,1990-09-12,9999-01-01
d001,Marketing,103120,Senior Staff,Bedrich,Stroustrup,1990-09-12,9999-01-01
d001,Marketing,419355,Senior Staff,Sajjad,Atrawala,1990-09-13,9999-01-01
d001,Marketing,217108,Senior Staff,Vidar,Schaad,1990-09-13,9999-01-01
d001,Marketing,434951,Senior Staff,Valery,Hanabata,1990-09-14,9999-01-01
d001,Marketing,257253,Senior Staff,Wilmer,Shihab,1990-09-14,9999-01-01
d001,Marketing,458837,Senior Staff,Emran,Borovoy,1990-09-14,9999-01-01
d001,Marketing,293242,Senior Staff,Yakkov,Rossi,1990-09-14,9999-01-01
d001,Marketing,32347,Senior Staff,Terresa,Peres,1990-09-15,9999-01-01
d001,Marketing,458120,Senior Staff,Rutger,Sewelson,1990-09-15,9999-01-01
d001,Marketing,102582,Senior Staff,Elvia,Dulli,1990-09-15,9999-01-01
d001,Marketing,204157,Senior Staff,Danel,Gomatam,1990-09-15,9999-01-01
d001,Marketing,67057,Senior Staff,Mani,Highland,1990-09-16,9999-01-01
d001,Marketing,438046,Senior Staff,Perry,Turnbull,1990-09-16,9999-01-01
d001,Marketing,215464,Senior Staff,True,Lorin,1990-09-17,9999-01-01
d001,Marketing,19200,Senior Staff,Shietung,Serra,1990-09-17,9999-01-01
d001,Marketing,202250,Senior Staff,Valeska,Petereit,1990-09-18,9999-01-01
d001,Marketing,35800,Senior Staff,Margo,Suwa,1990-09-18,9999-01-01
d001,Marketing,290597,Senior Staff,Perry,Reutenauer,1990-09-18,9999-01-01
d001,Marketing,448326,Senior Staff,Jaroslava,Chinal,1990-09-18,9999-01-01
d001,Marketing,497340,Senior Staff,Fayez,Keohane,1990-09-19,9999-01-01
d001,Marketing,51000,Senior Staff,Jingling,England,1990-09-19,9999-01-01
d001,Marketing,244347,Senior Staff,Soenke,Valette,1990-09-20,9999-01-01
d001,Marketing,418467,Senior Staff,Indrajit,Binkley,1990-09-21,9999-01-01
d001,Marketing,28485,Senior Staff,Hatem,Valiente,1990-09-21,9999-01-01
d001,Marketing,298756,Senior Staff,Sadok,Staylopatis,1990-09-21,9999-01-01
d001,Marketing,70643,Senior Staff,Mart,Collette,1990-09-21,9999-01-01
d001,Marketing,256622,Senior Staff,Shai,Undy,1990-09-22,9999-01-01
d001,Marketing,256851,Senior Staff,Gilbert,Koblitz,1990-09-22,9999-01-01
d001,Marketing,470372,Senior Staff,Chuanyi,Vuskovic,1990-09-22,9999-01-01
d001,Marketing,233939,Senior Staff,Annemarie,Kavvadias,1990-09-22,9999-01-01
d001,Marketing,12057,Senior Staff,Vishv,Speckmann,1990-09-22,9999-01-01
d001,Marketing,36848,Senior Staff,Guther,Sethi,1990-09-23,9999-01-01
d001,Marketing,205385,Senior Staff,Sajjad,Ciolek,1990-09-23,9999-01-01
d001,Marketing,40167,Senior Staff,Kristin,Gecseg,1990-09-23,9999-01-01
d001,Marketing,224706,Senior Staff,Goetz,Axelband,1990-09-23,9999-01-01
d001,Marketing,440966,Senior Staff,Hairong,Fontet,1990-09-23,9999-01-01
d001,Marketing,470994,Senior Staff,Chrisa,Irland,1990-09-23,9999-01-01
d001,Marketing,464081,Senior Staff,Bojan,Chenoweth,1990-09-24,9999-01-01
d001,Marketing,254712,Senior Staff,Supot,Speek,1990-09-24,9999-01-01
d001,Marketing,281592,Senior Staff,Jacqueline,Loncour,1990-09-24,9999-01-01
d001,Marketing,34447,Senior Staff,Almudena,Llado,1990-09-25,9999-01-01
d001,Marketing,436702,Senior Staff,Renee,Lund,1990-09-25,9999-01-01
d001,Marketing,248937,Senior Staff,Mohd,Zielinski,1990-09-25,9999-01-01
d001,Marketing,213169,Senior Staff,Cathie,Restivo,1990-09-25,9999-01-01
d001,Marketing,242872,Senior Staff,Jungsoon,Perez,1990-09-26,9999-01-01
d001,Marketing,83402,Senior Staff,Aksel,Baumann,1990-09-26,9999-01-01
d001,Marketing,20751,Senior Staff,Nitsan,Zyda,1990-09-28,9999-01-01
d001,Marketing,268497,Senior Staff,Xiping,Vecchi,1990-09-28,9999-01-01
d001,Marketing,90155,Senior Staff,Shir,Rosis,1990-09-28,9999-01-01
d001,Marketing,103416,Senior Staff,Xiaoqiu,Narlikar,1990-09-30,9999-01-01
d001,Marketing,407781,Senior Staff,Masako,Guting,1990-09-30,9999-01-01
d001,Marketing,468580,Senior Staff,Frederique,Beerel,1990-10-01,9999-01-01
d001,Marketing,247673,Senior Staff,Bodo,Terlouw,1990-10-02,9999-01-01
d001,Marketing,77685,Senior Staff,Kazuhiro,Pelz,1990-10-02,9999-01-01
d001,Marketing,474351,Senior Staff,Luisa,Rikino,1990-10-02,9999-01-01
d001,Marketing,35097,Senior Staff,Fusako,Kroha,1990-10-02,9999-01-01
d001,Marketing,103997,Senior Staff,Gennady,Schaaf,1990-10-02,9999-01-01
d001,Marketing,238639,Senior Staff,Prodip,Schach,1990-10-02,9999-01-01
d001,Marketing,66026,Senior Staff,Nectarios,Picci,1990-10-02,9999-01-01
d001,Marketing,91908,Senior Staff,Munenori,Kalsbeek,1990-10-03,9999-01-01
d001,Marketing,205602,Senior Staff,Zhenbing,Samarati,1990-10-03,9999-01-01
d001,Marketing,239299,Senior Staff,Shaleah,Waschkowski,1990-10-03,9999-01-01
d001,Marketing,439456,Senior Staff,Remzi,Zallocco,1990-10-04,9999-01-01
d001,Marketing,32250,Senior Staff,Moto,Ranze,1990-10-04,9999-01-01
d001,Marketing,266123,Senior Staff,Zhenhua,Zwicker,1990-10-05,9999-01-01
d001,Marketing,83625,Senior Staff,Dannz,Budinsky,1990-10-05,9999-01-01
d001,Marketing,254254,Senior Staff,Jolita,Lichtner,1990-10-06,9999-01-01
d001,Marketing,401740,Senior Staff,Moni,Prochazka,1990-10-07,9999-01-01
d001,Marketing,483293,Senior Staff,Neven,Vendrig,1990-10-07,9999-01-01
d001,Marketing,400226,Senior Staff,Urs,Erva,1990-10-08,9999-01-01
d001,Marketing,262543,Senior Staff,Hercules,Leaver,1990-10-09,9999-01-01
d001,Marketing,26773,Senior Staff,Marla,Lipner,1990-10-11,9999-01-01
d001,Marketing,429743,Senior Staff,Sampalli,Argence,1990-10-12,9999-01-01
d001,Marketing,64410,Senior Staff,Stafford,Rathonyi,1990-10-13,9999-01-01
d001,Marketing,23071,Senior Staff,Bodo,Azumi,1990-10-13,9999-01-01
d001,Marketing,284064,Senior Staff,Takahiro,Gill,1990-10-14,9999-01-01
d001,Marketing,249426,Senior Staff,Yonghong,Worfolk,1990-10-14,9999-01-01
d001,Marketing,221205,Senior Staff,Weiru,Denny,1990-10-15,9999-01-01
d001,Marketing,284259,Senior Staff,Gianluca,Rijckaert,1990-10-15,9999-01-01
d001,Marketing,94838,Senior Staff,Howell,Czap,1990-10-17,9999-01-01
d001,Marketing,263843,Senior Staff,Radhia,Glowinski,1990-10-18,9999-01-01
d001,Marketing,406367,Senior Staff,Munenori,Beznosov,1990-10-18,9999-01-01
d001,Marketing,458108,Senior Staff,Sachin,Uhrik,1990-10-18,9999-01-01
d001,Marketing,454705,Senior Staff,Edwin,McDermid,1990-10-19,9999-01-01
d001,Marketing,231476,Senior Staff,Toshiko,Khamsi,1990-10-19,9999-01-01
d001,Marketing,60233,Senior Staff,Elvis,Ladret,1990-10-20,9999-01-01
d001,Marketing,476373,Senior Staff,Guttorm,Anandan,1990-10-20,9999-01-01
d001,Marketing,46754,Senior Staff,Theron,Rosis,1990-10-21,9999-01-01
d001,Marketing,470944,Senior Staff,Danco,Roohalamini,1990-10-21,9999-01-01
d001,Marketing,212103,Senior Staff,Diederik,Cyre,1990-10-22,9999-01-01
d001,Marketing,70824,Senior Staff,Kauko,Mawatari,1990-10-22,9999-01-01
d001,Marketing,480702,Senior Staff,Faiza,Ramalingam,1990-10-23,9999-01-01
d001,Marketing,227824,Senior Staff,Souichi,Schneeberger,1990-10-23,9999-01-01
d001,Marketing,450623,Senior Staff,Mostafa,Schiper,1990-10-24,9999-01-01
d001,Marketing,89753,Senior Staff,Chiradeep,Dayang,1990-10-25,9999-01-01
d001,Marketing,474224,Senior Staff,Jianhui,Beznosov,1990-10-25,9999-01-01
d001,Marketing,433515,Senior Staff,Maren,Ermel,1990-10-25,9999-01-01
d001,Marketing,410898,Senior Staff,Sahrah,Luon,1990-10-25,9999-01-01
d001,Marketing,232650,Senior Staff,Marco,Shiratori,1990-10-25,9999-01-01
d001,Marketing,271833,Senior Staff,Pascal,Naumovich,1990-10-25,9999-01-01
d001,Marketing,93959,Senior Staff,Subhankar,Ozeri,1990-10-25,9999-01-01
d001,Marketing,447907,Senior Staff,Jordanka,Murtha,1990-10-25,9999-01-01
d001,Marketing,490673,Senior Staff,Snehasis,Cincotta,1990-10-26,9999-01-01
d001,Marketing,92038,Senior Staff,Valdiodio,Matheson,1990-10-27,9999-01-01
d001,Marketing,253701,Senior Staff,Masanao,Zuberek,1990-10-27,9999-01-01
d001,Marketing,92803,Senior Staff,Gal,Senzako,1990-10-28,9999-01-01
d001,Marketing,49587,Senior Staff,Yonghoan,Strehl,1990-10-28,9999-01-01
d001,Marketing,485268,Senior Staff,Heon,Birch,1990-10-28,9999-01-01
d001,Marketing,48435,Senior Staff,Hitomi,Jahnichen,1990-10-29,9999-01-01
d001,Marketing,246679,Senior Staff,Shaowen,Giveon,1990-10-29,9999-01-01
d001,Marketing,469476,Senior Staff,Ibibia,Lally,1990-10-29,9999-01-01
d001,Marketing,490414,Senior Staff,Georgy,Egerstedt,1990-10-30,9999-01-01
d001,Marketing,480201,Senior Staff,Utpal,Skrikant,1990-10-30,9999-01-01
d001,Marketing,469151,Senior Staff,Theirry,Miara,1990-10-30,9999-01-01
d001,Marketing,48397,Senior Staff,Teruyuki,Makrucki,1990-10-31,9999-01-01
d001,Marketing,217503,Senior Staff,Mandell,Plesums,1990-10-31,9999-01-01
d001,Marketing,296959,Senior Staff,Ult,Skogmar,1990-10-31,9999-01-01
d001,Marketing,87255,Senior Staff,Fuqing,Cangellaris,1990-11-02,9999-01-01
d001,Marketing,261753,Senior Staff,Marko,Roohalamini,1990-11-02,9999-01-01
d001,Marketing,429455,Senior Staff,Hilary,Koblitz,1990-11-03,9999-01-01
d001,Marketing,33823,Senior Staff,Greger,Hebert,1990-11-03,9999-01-01
d001,Marketing,269613,Senior Staff,Oscar,Anido,1990-11-04,9999-01-01
d001,Marketing,202891,Senior Staff,Sariel,Leppanen,1990-11-05,9999-01-01
d001,Marketing,488021,Senior Staff,Jiann,Boguraev,1990-11-05,9999-01-01
d001,Marketing,47597,Senior Staff,Yurii,Muntz,1990-11-06,9999-01-01
d001,Marketing,462588,Senior Staff,Francoise,Gladwell,1990-11-06,9999-01-01
d001,Marketing,75498,Senior Staff,Vojin,Haddadi,1990-11-06,9999-01-01
d001,Marketing,433226,Senior Staff,Unal,Uludag,1990-11-07,9999-01-01
d001,Marketing,470265,Senior Staff,Guttorm,Delgrossi,1990-11-08,9999-01-01
d001,Marketing,462959,Senior Staff,Isamu,Pintelas,1990-11-09,9999-01-01
d001,Marketing,281663,Senior Staff,Kristin,Hofstetter,1990-11-09,9999-01-01
d001,Marketing,416024,Senior Staff,Zine,Murillo,1990-11-10,9999-01-01
d001,Marketing,23455,Senior Staff,Aemilian,Sethi,1990-11-10,9999-01-01
d001,Marketing,236747,Senior Staff,Rimon,Ozeki,1990-11-10,9999-01-01
d001,Marketing,15128,Senior Staff,Kiyokazu,Hofstetter,1990-11-11,9999-01-01
d001,Marketing,457413,Senior Staff,Chiradeep,Schnabel,1990-11-11,9999-01-01
d001,Marketing,226619,Senior Staff,Masanao,Strandh,1990-11-12,9999-01-01
d001,Marketing,411732,Senior Staff,Mototsugu,Klyachko,1990-11-12,9999-01-01
d001,Marketing,94123,Senior Staff,Pantung,Masaki,1990-11-12,9999-01-01
d001,Marketing,34282,Senior Staff,Richard,Henders,1990-11-13,9999-01-01
d001,Marketing,426482,Senior Staff,Waiman,Litzler,1990-11-13,9999-01-01
d001,Marketing,291056,Senior Staff,Marko,Mitina,1990-11-13,9999-01-01
d001,Marketing,247978,Senior Staff,Uriel,Pargas,1990-11-13,9999-01-01
d001,Marketing,67770,Senior Staff,Rosella,Heping,1990-11-14,9999-01-01
d001,Marketing,35421,Senior Staff,Neelam,Murtafg,1990-11-14,9999-01-01
d001,Marketing,204743,Senior Staff,Roselyn,dAstous,1990-11-15,9999-01-01
d001,Marketing,69947,Senior Staff,Sachin,Pfau,1990-11-16,9999-01-01
d001,Marketing,22455,Senior Staff,Barry,Unno,1990-11-16,9999-01-01
d001,Marketing,205675,Senior Staff,Mihalis,Versino,1990-11-16,9999-01-01
d001,Marketing,27539,Senior Staff,Tesuro,Roison,1990-11-16,9999-01-01
d001,Marketing,229599,Senior Staff,Adas,Vitiello,1990-11-16,9999-01-01
d001,Marketing,259450,Senior Staff,Kazuhisa,Plotkin,1990-11-17,9999-01-01
d001,Marketing,96491,Senior Staff,Geraldo,Anandan,1990-11-18,9999-01-01
d001,Marketing,232354,Senior Staff,Shushma,Fraisse,1990-11-18,9999-01-01
d001,Marketing,270726,Senior Staff,Gunilla,Gladwell,1990-11-18,9999-01-01
d001,Marketing,494946,Senior Staff,Arvind,Leonhardt,1990-11-19,9999-01-01
d001,Marketing,287944,Senior Staff,Feipei,Asmuth,1990-11-19,9999-01-01
d001,Marketing,403213,Senior Staff,Krister,Heping,1990-11-20,9999-01-01
d001,Marketing,46192,Senior Staff,Bernd,Anger,1990-11-20,9999-01-01
d001,Marketing,487844,Senior Staff,Tsutomu,Huhdanpaa,1990-11-20,9999-01-01
d001,Marketing,295302,Senior Staff,Tsuneo,Levergood,1990-11-20,9999-01-01
d001,Marketing,100652,Senior Staff,Leszek,Redmiles,1990-11-21,9999-01-01
d001,Marketing,484776,Senior Staff,Wojceich,Tzvieli,1990-11-21,9999-01-01
d001,Marketing,271079,Senior Staff,Jeanne,Moehrke,1990-11-21,9999-01-01
d001,Marketing,288297,Senior Staff,Giap,Smailagic,1990-11-22,9999-01-01
d001,Marketing,289731,Senior Staff,Nitsan,Tasistro,1990-11-22,9999-01-01
d001,Marketing,62320,Senior Staff,Hironoby,Billawala,1990-11-23,9999-01-01
d001,Marketing,269604,Senior Staff,Pohua,Gulak,1990-11-23,9999-01-01
d001,Marketing,423864,Senior Staff,Weiye,Puoti,1990-11-23,9999-01-01
d001,Marketing,19993,Senior Staff,Tomofumi,Gadepally,1990-11-23,9999-01-01
d001,Marketing,264404,Senior Staff,Shietung,Suri,1990-11-24,9999-01-01
d001,Marketing,249311,Senior Staff,Mani,Zumaque,1990-11-24,9999-01-01
d001,Marketing,205280,Senior Staff,Sariel,Tchuente,1990-11-25,9999-01-01
d001,Marketing,415222,Senior Staff,Denny,Kamber,1990-11-25,9999-01-01
d001,Marketing,54482,Senior Staff,Hsiangchu,Ravishankar,1990-11-25,9999-01-01
d001,Marketing,484217,Senior Staff,JoAnne,Gomatam,1990-11-26,9999-01-01
d001,Marketing,19922,Senior Staff,Patricio,Meriste,1990-11-27,9999-01-01
d001,Marketing,213152,Senior Staff,Annemarie,Oskamp,1990-11-27,9999-01-01
d001,Marketing,106133,Senior Staff,Guadalupe,Heijenga,1990-11-27,9999-01-01
d001,Marketing,475683,Senior Staff,Sangeeta,Lundstrom,1990-11-27,9999-01-01
d001,Marketing,483611,Senior Staff,Goncalo,Einsfeld,1990-11-28,9999-01-01
d001,Marketing,416148,Senior Staff,Elvia,Kriebel,1990-11-28,9999-01-01
d001,Marketing,297956,Senior Staff,Ewing,Sichman,1990-11-29,9999-01-01
d001,Marketing,446297,Senior Staff,Taegyun,Chiodo,1990-11-29,9999-01-01
d001,Marketing,35169,Senior Staff,Bartek,Capobianchi,1990-11-29,9999-01-01
d001,Marketing,275347,Senior Staff,Parke,Spinelli,1990-11-30,9999-01-01
d001,Marketing,97962,Senior Staff,Kersti,Berstel,1990-11-30,9999-01-01
d001,Marketing,413125,Senior Staff,Shigeo,Nyrup,1990-11-30,9999-01-01
d001,Marketing,73740,Senior Staff,Randi,Pargas,1990-11-30,9999-01-01
d001,Marketing,410198,Senior Staff,Sanjeeva,Rajcani,1990-12-01,9999-01-01
d001,Marketing,450762,Senior Staff,Zhonghui,Fraisse,1990-12-01,9999-01-01
